journey_date,train_number,train_name,train_type,season,day_of_week,is_weekend,month,source_code,destination_code,direction,station_code,station_index,total_stops,stops_remaining,distance_km,total_distance_km,remaining_distance_km,distance_to_next_km,progress_ratio,scheduled_departure_hour,scheduled_arrival_minutes,scheduled_elapsed_minutes,cumulative_halt_minutes,halt_minutes,delay_current_minutes,current_speed_kmh,delay_next_minutes,data_source,sim_seed
2025-07-12,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,51.6,87.0,49.1,SYNTHETIC_DEMO,42
2025-07-12,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,49.1,87.4,49.1,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,55.8,100.3,48.9,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,48.9,77.1,41.0,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,41.0,77.4,33.9,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,33.9,86.9,32.2,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,32.2,76.2,25.4,SYNTHETIC_DEMO,42
2025-07-13,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,25.4,122.1,25.4,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,76.4,69.5,70.6,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,70.6,74.9,58.7,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,58.7,58.8,55.2,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,55.2,72.7,60.3,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,60.3,66.2,56.9,SYNTHETIC_DEMO,42
2025-07-14,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,56.9,93.1,56.9,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,43.0,80.4,19.0,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,19.0,70.2,15.6,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,15.6,92.3,16.0,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,16.0,87.3,14.1,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,14.1,94.7,13.0,SYNTHETIC_DEMO,42
2025-07-15,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,13.0,104.0,13.0,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,43.1,68.5,35.7,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,35.7,105.2,31.9,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,31.9,92.6,22.1,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,22.1,99.1,21.6,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,21.6,122.5,19.8,SYNTHETIC_DEMO,42
2025-07-16,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,19.8,95.4,19.8,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,44.4,110.6,41.6,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,41.6,114.2,34.7,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,34.7,81.7,24.4,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,24.4,77.0,17.6,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,17.6,82.6,19.3,SYNTHETIC_DEMO,42
2025-07-17,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,19.3,95.9,19.3,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,49.9,65.7,34.1,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,34.1,88.2,35.1,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,35.1,108.4,32.5,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,32.5,80.4,30.2,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,30.2,110.6,26.0,SYNTHETIC_DEMO,42
2025-07-18,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,26.0,89.6,26.0,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,56.9,111.3,44.4,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,44.4,81.8,43.9,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,43.9,81.4,48.1,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,48.1,85.4,43.4,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,43.4,88.8,41.4,SYNTHETIC_DEMO,42
2025-07-19,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,41.4,79.3,41.4,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,52.8,87.1,43.5,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,43.5,82.6,45.7,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,45.7,96.6,27.5,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,27.5,82.6,25.8,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,25.8,85.9,26.8,SYNTHETIC_DEMO,42
2025-07-20,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,26.8,105.8,26.8,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,44.0,118.1,35.2,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,35.2,81.7,47.6,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,47.6,104.3,39.3,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,39.3,97.3,38.1,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,38.1,97.8,31.2,SYNTHETIC_DEMO,42
2025-07-21,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,31.2,103.1,31.2,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,43.0,118.5,34.3,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,34.3,77.2,32.9,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,32.9,92.6,27.8,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,27.8,91.2,24.4,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,24.4,81.5,21.3,SYNTHETIC_DEMO,42
2025-07-22,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,1,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,21.3,118.5,21.3,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,43.0,80.1,54.4,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,54.4,71.3,50.6,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,50.6,67.2,45.8,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,45.8,92.0,45.7,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,45.7,80.8,43.6,SYNTHETIC_DEMO,42
2025-07-23,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,2,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,43.6,78.5,43.6,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,51.2,85.5,42.7,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,42.7,93.4,36.1,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,36.1,92.9,36.3,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,36.3,90.4,51.1,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,51.1,84.5,44.5,SYNTHETIC_DEMO,42
2025-07-24,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,3,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,44.5,106.1,44.5,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,49.0,90.5,39.4,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,39.4,101.3,31.4,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,31.4,88.2,26.0,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,26.0,80.0,21.0,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,21.0,89.4,20.6,SYNTHETIC_DEMO,42
2025-07-25,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,4,0,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,20.6,113.6,20.6,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,58.5,94.7,54.5,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,54.5,80.3,47.4,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,47.4,110.9,43.6,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,43.6,87.3,39.3,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,39.3,83.1,31.0,SYNTHETIC_DEMO,42
2025-07-26,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,5,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,31.0,103.1,31.0,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,47.0,76.3,37.6,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,ST,1,6,4,263.0,1386.0,1123.0,129.0,0.18975468975468976,8.583333333333334,420.0,-95.0,0.0,3.0,37.6,87.4,32.0,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,BRC,2,6,3,392.0,1386.0,994.0,261.0,0.2828282828282828,8.583333333333334,328.0,-187.0,3.0,10.0,32.0,57.2,34.5,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,RTM,3,6,2,653.0,1386.0,733.0,267.0,0.47113997113997114,8.583333333333334,113.0,-402.0,13.0,3.0,34.5,97.8,20.0,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,KOTA,4,6,1,920.0,1386.0,466.0,466.0,0.6637806637806638,8.583333333333334,1310.0,795.0,16.0,10.0,20.0,105.8,24.8,SYNTHETIC_DEMO,42
2025-07-27,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,6,1,7,MMCT,NDLS,UP,NDLS,5,6,0,1386.0,1386.0,0.0,0.0,1.0,8.583333333333334,1015.0,500.0,26.0,0.0,24.8,78.5,24.8,SYNTHETIC_DEMO,42
2025-07-28,12951,Mumbai Tejas Rajdhani Express,Rajdhani,monsoon,0,0,7,MMCT,NDLS,UP,MMCT,0,6,5,0.0,1386.0,1386.0,263.0,0.0,8.583333333333334,515.0,0.0,0.0,0.0,56.5,88.2,57.8,SYNTHETIC_DEMO,42
